site_id,time,rh
584987,2023-08-29 13:10:00,70.66666666666667
584987,2023-08-29 13:20:00,71.33333333333333
584987,2023-08-29 13:30:00,72.0
584987,2023-08-29 13:40:00,72.66666666666667
584987,2023-08-29 13:50:00,73.33333333333333
584987,2023-08-29 14:00:00,74.0
584987,2023-08-29 14:10:00,74.66666666666667
584987,2023-08-29 14:20:00,75.33333333333333
584987,2023-08-29 14:30:00,76.0
584987,2023-08-29 14:40:00,76.66666666666667
584987,2023-08-29 14:50:00,77.33333333333333
584987,2023-08-29 15:00:00,78.0
584987,2023-08-29 15:10:00,78.5
584987,2023-08-29 15:20:00,79.0
584987,2023-08-29 15:30:00,79.5
584987,2023-08-29 15:40:00,80.0
584987,2023-08-29 15:50:00,80.5
584987,2023-08-29 16:00:00,81.0
584987,2023-08-29 16:10:00,81.5
584987,2023-08-29 16:20:00,82.0
584987,2023-08-29 16:30:00,82.5
584987,2023-08-29 16:40:00,83.0
584987,2023-08-29 16:50:00,83.5
584987,2023-08-29 17:00:00,84.0
584987,2023-08-29 17:10:00,84.66666666666667
584987,2023-08-29 17:20:00,85.33333333333333
584987,2023-08-29 17:30:00,86.0
584987,2023-08-29 17:40:00,86.66666666666667
584987,2023-08-29 17:50:00,87.33333333333333
584987,2023-08-29 18:00:00,88.0
584987,2023-08-29 18:10:00,88.83333333333333
584987,2023-08-29 18:20:00,89.66666666666667
584987,2023-08-29 18:30:00,90.5
584987,2023-08-29 18:40:00,91.33333333333333
584987,2023-08-29 18:50:00,92.16666666666667
584987,2023-08-29 19:00:00,93.0
584987,2023-08-29 19:10:00,93.83333333333333
584987,2023-08-29 19:20:00,94.66666666666667
584987,2023-08-29 19:30:00,95.5
584987,2023-08-29 19:40:00,96.33333333333333
584987,2023-08-29 19:50:00,97.16666666666667
584987,2023-08-29 20:00:00,98.0
584987,2023-08-29 20:10:00,97.66666666666667
584987,2023-08-29 20:20:00,97.33333333333333
584987,2023-08-29 20:30:00,97.0
584987,2023-08-29 20:40:00,96.66666666666667
584987,2023-08-29 20:50:00,96.33333333333333
584987,2023-08-29 21:00:00,96.0
584987,2023-08-29 21:10:00,94.0
584987,2023-08-29 21:20:00,92.0
584987,2023-08-29 21:30:00,90.0
584987,2023-08-29 21:40:00,88.0
584987,2023-08-29 21:50:00,86.0
584987,2023-08-29 22:00:00,84.0
